Timestamp,Voltage (V),Current (A),Power Consumption (kW),Reactive Power (kVAR),Power Factor,Solar Power (kW),Wind Power (kW),Grid Supply (kW),Voltage Fluctuation (%),Overload Condition,Transformer Fault,Temperature (Â°C),Humidity (%),Electricity Price (USD/kWh),Predicted Load (kW)
2024-01-01 00:00:00,232.46617428619098,5.123855288293181,1.2123558044321079,0.4003417092942033,0.9335487535263174,46.57953333328363,26.381515890037946,-0.013062261926391315,1.0620837295237586,-0.019252944564033554,0.017582982149855264,17.84847321461584,64.50949688479213,0.41218615154682015,1.2362239603989271
2024-01-01 00:15:00,229.29412367003349,22.22793527015633,5.076325255404599,1.2567663066376347,0.8464607667846397,6.905501998788626,18.566043828901478,-0.007764234068122447,-3.935717794494577,1.0086448496524185,-0.023726856904496173,18.756652802391585,49.678740786317746,0.4683970849319483,5.211203565694725
2024-01-01 00:30:00,233.23865503831763,46.135481392983785,10.758895708796903,2.794993022799597,0.990403576502471,15.50067316307951,12.914858636822855,0.008622696152927729,-0.21724022231522408,-0.012386439853875848,-0.005631502673312838,16.72782611883479,48.48165693771334,0.3908139430168942,10.569251703094997
2024-01-01 00:45:00,237.64241583816857,47.628163626369975,11.318747667877448,1.9529650646094643,0.8885419132619772,35.72111572909832,28.953676558884112,-9.827714052579259e-05,2.648670036072559,-0.009873553516158385,0.005244404510914938,15.352394458708032,75.76488108933226,0.49622679901594935,11.227983999383381
2024-01-01 01:00:00,228.83013374644761,7.439124831943324,1.7096157367954405,0.6232847131841569,0.8634529776064036,27.534203266016544,14.180801418994003,0.00388088704312658,3.8508181043675083,-0.008728797107139306,-0.010180102144616633,38.75640466009412,61.38634854022566,0.29403975157990897,1.6812175148403328
2024-01-01 01:15:00,228.8499505867077,10.542865965566921,2.4394803952131023,0.9345673534418093,0.9650600767059937,46.00547622621518,25.897880635029043,-0.0009489439797180953,2.1948062345245574,0.028973876607720005,-0.01719980962353212,25.992412859420455,50.43998784530088,0.4630308857197024,2.490122910506248
2024-01-01 01:30:00,237.89356450934042,5.189001208481613,1.2323968873684579,0.3584612884190532,0.980785685059385,21.507740317431523,13.102011662078365,0.011001840552930572,-0.7965522150904333,0.9994550245968548,0.01189630366906484,31.401271776338348,73.99932746198702,0.25069239599171844,1.233260312477593
2024-01-01 01:45:00,233.83652111481177,44.09428984544987,10.30418075639603,1.5102682176006164,0.8412495402904533,11.0585168576884,7.961371691075016,-0.015025925450932594,4.369088496782373,0.04618795045703463,0.016278363606652614,23.177576568567407,44.92768262848578,0.43040504585087963,10.763463017350311
2024-01-01 02:00:00,227.65564695018762,8.199658219654987,1.8341288166401533,0.5017989566394411,0.9478555716097462,3.748890240421181,3.9218758450904985,0.00019710351226974291,4.456506469427499,0.005544442195584894,0.01065386435471458,24.598118437934243,26.962389241575096,0.4352950364266489,1.8092361980929197
2024-01-01 02:15:00,232.70190652577602,9.8484273480818,2.2909983245238625,0.4368286275012897,0.835718306926443,24.424331391895535,29.423543416499303,-0.01692843334524628,0.4710917140845124,0.974908966446238,-0.00670635278310872,11.206836277482674,26.65866051142112,0.17637456467981139,2.2744525001250837
