Timestamp,Voltage (V),Current (A),Power Consumption (kW),Reactive Power (kVAR),Power Factor,Solar Power (kW),Wind Power (kW),Grid Supply (kW),Voltage Fluctuation (%),Overload Condition,Transformer Fault,Temperature (Â°C),Humidity (%),Electricity Price (USD/kWh),Predicted Load (kW)
2024-01-01 00:00:00,244.11768358636903,5.378141092512474,1.2639260995965043,0.4494412090289132,0.9484707370085331,48.94090483153123,27.7511286042248,0.015348694583058176,1.0993444170573337,0.010851200871719294,-0.009268353856249245,18.725590822548597,67.75435955335298,0.3986986264438096,1.260317986947366
2024-01-01 00:15:00,240.7628666682664,23.30393799307633,5.354725190868559,1.292271032011749,0.8451579241871808,7.281840953790102,19.478246312291294,0.0013505640937584767,-4.134941889590632,1.0391123455094964,0.002218451794197322,19.668363268052946,52.16305054553302,0.5049383095632106,5.504381576512031
2024-01-01 00:30:00,244.88833069278357,48.475873578743354,11.297526867489337,2.9088325372022332,1.0654065644528383,16.227105066067505,13.55445355758088,-0.039193402477595514,-0.23399175405788766,0.003937224717382471,0.014769331599908208,17.55871880603542,50.89409402282935,0.4431521705966428,11.079721770869382
2024-01-01 00:45:00,249.4815098619741,50.02220748054726,11.909365837438322,2.061685882052963,0.9060246654679086,37.540199909475874,30.37628373919277,-0.013538440006119175,2.8177510692213774,0.02061999044991902,0.018625602382323973,16.11600766961994,79.54893085442265,0.5189759794593309,11.806754165199932
2024-01-01 01:00:00,240.26111129794523,7.776961304799222,1.7583190759757026,0.6320299430970935,0.9304653331111101,28.959914572781905,14.892440348402994,0.020070657957840483,4.025516634556728,-0.012902395092102486,0.0072279121101682785,40.729110866484966,64.45270686993416,0.33587508344833505,1.7290761038105242
2024-01-01 01:15:00,240.28721902610425,11.083449988622984,2.5298397456894643,0.9844806682013122,0.9787522345655486,48.32641214926057,27.18923004715656,0.029557880894830323,2.300923372361888,-0.016169872057863754,-0.010035140871690731,27.286604538423276,52.96592258366691,0.4825987363298025,2.6167023142053596
2024-01-01 01:30:00,249.7928088323998,5.499496702657172,1.2896588214772626,0.3798523553032295,1.003156032666071,22.583978206827013,13.791079135991955,0.005221105443597786,-0.8400916716046438,1.0453082573324972,-0.028307414841008287,32.968681202926774,77.69423072131488,0.25238530502925133,1.2872929663396864
2024-01-01 01:45:00,245.5371133451885,46.332556622354154,10.828944437008097,1.5803342233030722,0.8876285682206911,11.55554435957213,8.377400797604263,0.0012046041988205288,4.62879440911247,-0.0038472192956224504,0.006030946846672249,24.337918081178195,47.16910882305574,0.4651567361988193,11.329874266694485
2024-01-01 02:00:00,239.0510801127821,8.581186421159874,1.9857260158375165,0.4816442405281329,1.0287651894628935,3.984170466956802,4.103678545159811,-0.011325954592055439,4.707395193218303,-0.010069513082323985,-0.031013268621322653,25.806266104925754,28.283577131070004,0.4622637765382538,1.8795324100049342
2024-01-01 02:15:00,244.37943891692578,10.332617126543363,2.4017364961123127,0.4756025151274116,0.8748991862844839,25.64246391796765,30.935529721992346,-0.03214966469122455,0.4951356796195796,1.0551976558849685,0.015636457435546206,11.77255916510595,27.976933181164444,0.1881190597318531,2.4181362950217977
2024-01-01 02:30:00,239.07206696974077,16.012099156595987,3.6305032546036586,0.8619548131116436,0.8600669221924414,41.87171982488461,6.574528214776655,0.00947665841823575,-0.4728233030774614,0.013131072172676594,-0.01949363340454643,40.62649678543032,35.709496277019696,0.18709030531694457,3.544293945642005
2024-01-01 02:45:00,239.06317441229413,48.606482518441894,11.100496222320109,3.339993314822067,0.8319699819668926,7.1584578827846315,19.878136330202903,-0.001542034188282084,1.986062643517166,0.005533815986600381,0.016543664980720477,13.200432115788844,55.38895931503266,0.19185524121363093,10.601047722892913
2024-01-01 03:00:00,242.78281527267683,37.75191369315786,8.711158658169365,1.0681319991177223,0.9448783427585673,45.90158297083011,3.0776986892443126,-0.0014565782531374555,-0.21818865762376716,-0.030296944493717292,-0.008930299041340422,13.468935582879855,35.42378896137057,0.49868961719051147,8.637451925161603
